osm_id,full_addr,postal_code,municipality,department,country
2766521717,,,,,Nicaragua
2766522091,,,,,Nicaragua
2766522114,,,,,Nicaragua
2766522220,,,,,Nicaragua
2778783141,,,,,Nicaragua
2778783142,,,,,Nicaragua
2778783151,,,,,Nicaragua
2782561488,,,,,Nicaragua
2782561497,,,,,Nicaragua
2782561517,,,,,Nicaragua
2782561523,,,,,Nicaragua
2782561525,,,,,Nicaragua
2782561554,,,,,Nicaragua
2782561715,,,,,Nicaragua
2782561718,,,,,Nicaragua
2782561721,,,,,Nicaragua
2782561880,,,,,Nicaragua
2782561886,,,,,Nicaragua
2782561891,,,,,Nicaragua
2782561896,,,,,Nicaragua
2782561907,,,,,Nicaragua
2782561950,,,,,Nicaragua
2782561953,,,,,Nicaragua
2782561956,,,,,Nicaragua
2782561962,,,,,Nicaragua
2782561965,,,,,Nicaragua
2782573948,,,,,Nicaragua
2782574038,,,,,Nicaragua
2785615846,,,,,Nicaragua
2805284513,,,,,Nicaragua
2819173246,,,,,Nicaragua
2819807020,,,,,Nicaragua
2823776881,,,,,Nicaragua
2848390557,,,,,Nicaragua
2863263841,"Villa 9 Junio Contiguo Iglesia Madre del Pilar Managua, Nicaragua",,,,Nicaragua
2865607775,,,,,Nicaragua
2865607780,,,,,Nicaragua
2865719161,,,,,Nicaragua
2880736959,,,,,Nicaragua
2880737103,,,,,Nicaragua
2880737105,,,,,Nicaragua
2880737106,,,,,Nicaragua
2880737107,,,,,Nicaragua
2880737115,,,,,Nicaragua
2880737118,,,,,Nicaragua
2880737123,,,,,Nicaragua
2880737124,,,,,Nicaragua
2880785681,,,,,Nicaragua
2889625580,,,,,Nicaragua
2889670779,,,,,Nicaragua
2889670780,,,,,Nicaragua
2892743252,,,,,Nicaragua
2896368612,,,,,Nicaragua
2896368613,,,,,Nicaragua
2906598871,,,,,Nicaragua
2911721926,"Comercial Reparto Serrano Transnica 1 1/2c al Lago, Managua",,,,Nicaragua
2911721961,,,,,Nicaragua
2913836444,,,,,Nicaragua
2913836447,,,,,Nicaragua
2913946013,,,,,Nicaragua
