osm_id,name,type,facility_type,lat,lon,municipality,department,country
283111979,American College,education,college,12.1365817,-86.2844507,,,Nicaragua
285891221,Universidad Nacional Agraria,education,university,12.1457473,-86.1623655,,,Nicaragua
286081223,Escuela Benito Pitito,education,school,12.1230375,-86.166122,,,Nicaragua
286971210,Universidad Hispanoamericano,education,university,12.1409404,-86.2859159,,,Nicaragua
296338228,Lincoln International Academy,education,school,12.0862993,-86.2211375,,,Nicaragua
296338475,Escuela Pierre y Marie Curie,education,school,12.0910772,-86.2224417,,,Nicaragua
300568666,Hospital Carlos Roberto Huembes filial El Carmen,health,hospital,12.1469498,-86.2839582,,,Nicaragua
301971936,,health,hospital,13.1819933,-86.092866,,,Nicaragua
413316939,GSL Spanish School,education,school,11.9323093,-85.9561245,,,Nicaragua
431253189,CENTRO DE SALUD MORAZAN,health,doctors,12.1550995,-86.302985,MANAGUA,,Nicaragua
459667988,Colegio Nórdico Internacional,education,school,12.0938857,-86.258468,,,Nicaragua
571389103,Farmacia,health,pharmacy,13.6306628,-86.4756085,,,Nicaragua
658662515,Escuela Padre Misieri,education,school,11.9370892,-85.9535786,,,Nicaragua
680527263,Farmacia Cristo Rey,health,pharmacy,12.1371284,-86.2585705,,,Nicaragua
732256268,Escuela Huellas de Jesus,education,school,12.2195844,-86.0580155,,,Nicaragua
732256657,Escuela Huellas de Dios,education,school,12.1604683,-86.2803,,,Nicaragua
784209803,Colegio Profesional Maria Auxiliadora,education,school,11.9361647,-85.9630453,,,Nicaragua
784210981,Colegio Salesiano,education,school,11.9277739,-85.9634597,,,Nicaragua
787689763,Hopital Japon-Nicaragua,health,hospital,11.9360737,-85.9753046,,,Nicaragua
806528000,Flavia,health,pharmacy,12.1072751,-85.3705025,,,Nicaragua
806528003,Esc. San Pablo,education,school,12.1046132,-85.3723323,,,Nicaragua
806528008,Cemeqsa,health,hospital,12.1052555,-85.3726721,,,Nicaragua
810037601,Centro Escolar,education,school,12.1080459,-85.3607845,,,Nicaragua
825400172,,education,school,11.93202,-85.953902,,,Nicaragua
825400173,,education,school,11.9318463,-85.9534623,,,Nicaragua
828483282,Escuela Los Carlitos,education,school,12.1072925,-85.3683423,,,Nicaragua
828483296,UPONIC,education,university,12.1086827,-85.3679488,,,Nicaragua
828483301,Farmacia El Farmaco,health,pharmacy,12.1047776,-85.3668811,,,Nicaragua
828504675,Farmacia Cristal,health,pharmacy,12.1072713,-85.3644515,,,Nicaragua
828504682,Gaby,health,pharmacy,12.1050082,-85.3649739,,,Nicaragua
828504683,Baez,health,pharmacy,12.1033637,-85.3666027,,,Nicaragua
828504684,San Ramon,health,pharmacy,12.1084148,-85.3660823,,,Nicaragua
828504685,Clinica San Ramon,health,hospital,12.1083099,-85.3660126,,,Nicaragua
838174918,UAM Universidad Americana,education,university,12.1088523,-86.2571088,,,Nicaragua
838230716,Super Porta's,health,pharmacy,12.1042993,-86.2654453,,,Nicaragua
841125385,The Notre Dame School,education,school,12.0954055,-86.2435526,,,Nicaragua
863435107,18 de Julio,education,school,12.5987137,-86.6766877,,,Nicaragua
913905987,Fidel Caldera,education,school,12.1547849,-86.3147373,,,Nicaragua
914180307,Wisconsin,education,school,12.1579444,-86.3127952,,,Nicaragua
914186968,Colegio Juan Pablo II,education,school,12.146646,-86.3099508,,,Nicaragua
914189790,Instituto Ramirez Goyena,education,school,12.1488609,-86.314398,,,Nicaragua
918847098,Farma Descuento,health,pharmacy,12.1241866,-86.2616534,,,Nicaragua
963710982,Hospital Privado,health,hospital,11.9360254,-85.9653457,,,Nicaragua
994307876,Fabretto,education,school,13.4749371,-86.5816081,,,Nicaragua
1122104774,Centro Jesus Amigo,education,school,11.9288283,-85.9488137,,,Nicaragua
1122261682,Escuela mixta el Escudo,education,school,11.9186491,-85.9655999,,,Nicaragua
1131134603,,education,school,11.917437,-85.9546735,,,Nicaragua
1132490493,Intecna,education,school,11.9435034,-85.9471917,,,Nicaragua
1135815257,Dentista ciudana,health,dentist,11.9306496,-85.9561242,,,Nicaragua
1135823032,Escuela de Maneja,education,school,11.9310064,-85.9584737,,,Nicaragua
1135823125,Bengoechea,health,pharmacy,11.9327384,-85.9550646,,,Nicaragua
1140908437,Farmacía y Clinica Vet.,health,pharmacy,11.9273831,-85.9561773,,,Nicaragua
1140913041,Jardín Infatil Campanitas,education,kindergarten,11.9279999,-85.9559456,,,Nicaragua
1140926211,,health,pharmacy,11.9291151,-85.9554907,,,Nicaragua
1142233342,Opticas Münkei,health,other:optic,11.929396,-85.9550438,,,Nicaragua
1142233493,Spanish Schools Granada,education,language_school,11.9301937,-85.9544966,,,Nicaragua
1142250625,Naturista Barret,health,pharmacy,11.9296584,-85.9553979,,,Nicaragua
1142250785,El Rosario,health,pharmacy,11.9295324,-85.955355,,,Nicaragua
1142270348,La Milagrosa,health,pharmacy,11.9326722,-85.9536668,,,Nicaragua
1143954281,Alliance Française,education,school,11.9315061,-85.9531551,,,Nicaragua
1143989028,Cyber Farmacia Interplaza,health,pharmacy,11.9307683,-85.9531462,,,Nicaragua
1143989045,La Esperanza Granada,education,kindergarten,11.9308859,-85.9518055,,,Nicaragua
1143989059,Facultad Informatica,education,college,11.9307368,-85.9507563,,,Nicaragua
1144001734,Clinica Alhambra Granada,health,,11.9325003,-85.9542539,,,Nicaragua
1144001758,Universidad Hispanoamericana,education,college,11.9327103,-85.9547689,,,Nicaragua
1144051572,,health,doctors,11.9339909,-85.951046,,,Nicaragua
1144051575,Corazon de Jesus,health,doctors,11.9341273,-85.9521511,,,Nicaragua
1144051606,Clinica San Pablo,health,doctors,11.9329412,-85.9553268,,,Nicaragua
1144051628,Divino Niño Jesus,health,pharmacy,11.9334975,-85.955131,,,Nicaragua
1144051632,,health,doctors,11.9332666,-85.9551552,,,Nicaragua
1144051690,Framacia Gracy,health,pharmacy,11.9337285,-85.9551337,,,Nicaragua
1145521447,Centro Escolar Carlos A. Bravo,education,school,11.9302124,-85.9492558,,,Nicaragua
1145523009,,health,doctors,11.9301773,-85.9489667,,,Nicaragua
1145529859,Centro Apoyo extraescolar,education,school,11.9299436,-85.9474325,,,Nicaragua
1147472217,Laboratorio Clinica Xalteva,health,doctors,11.9285858,-85.9619912,,,Nicaragua
1147472296,English Language School,education,school,11.92952,-85.9591148,,,Nicaragua
1147472303,,health,dentist,11.929667,-85.9591373,,,Nicaragua
1147472414,,health,dentist,11.9286592,-85.9597167,,,Nicaragua
1147472539,Madre Albetina,education,kindergarten,11.9289951,-85.9576031,,,Nicaragua
1147472668,Dr. Juan Carlos Arguello C.,health,doctors,11.9289741,-85.9591803,,,Nicaragua
1147472685,Optica Cristal,health,other:optic,11.9289951,-85.959073,,,Nicaragua
1147509143,,health,doctors,11.9288797,-85.9635362,,,Nicaragua
1147509145,,health,doctors,11.9288902,-85.9634289,,,Nicaragua
1147509254,Farmacia San Francisco,health,pharmacy,11.9297194,-85.9601539,,,Nicaragua
1147509259,,health,doctors,11.9298559,-85.9597489,,,Nicaragua
1147509270,ABC Spanish School,education,school,11.9290686,-85.9620009,,,Nicaragua
1147509465,Clinica Xalteva,health,doctors,11.9283338,-85.9630105,,,Nicaragua
1147509479,,health,doctors,11.9286067,-85.9639761,,,Nicaragua
1147521920,Sacuanjoche Waldorf Kindergarten,education,kindergarten,11.9281537,-85.9576981,,,Nicaragua
1148163184,Farmacia Carcoche,health,pharmacy,11.9287762,-85.9553394,,,Nicaragua
1148185073,,health,pharmacy,11.9282303,-85.9550926,,,Nicaragua
1148186604,Farmacia del Pueblo,health,pharmacy,11.9270337,-85.9551141,,,Nicaragua
1194971388,Hostal La Clinica,health,,12.4332757,-86.8794233,,,Nicaragua
1212193679,Dr. Juan Carlos Leyton,health,doctors,12.1383951,-86.2780894,,,Nicaragua
1216931357,Escuela de Las Vueltas,education,school,11.1718137,-85.6162388,,,Nicaragua
1245017538,Cruz Roja de Los Chiles,health,hospital,11.0309984,-84.7174963,,,Nicaragua
1257754983,Escuela de Yolillal de Upala,education,school,10.94466,-84.96551,,,Nicaragua
1257755962,Escuela de Nazareth de Upala,education,school,10.95225,-84.98787,,,Nicaragua
1287108262,Clinica Municipal de Villa Progreso,health,doctors,12.1403486,-86.2232299,,,Nicaragua
1305920422,Hogar de Niñas Madre Albertina,education,kindergarten,11.9389971,-85.9531812,,,Nicaragua
1336002140,,health,hospital,13.363576,-86.4005688,,,Nicaragua
1336002176,,education,school,13.3690458,-86.3959885,,,Nicaragua
1336012155,,education,school,13.3645774,-86.400279,,,Nicaragua
1417768889,Escuela de Las Pavas de Upala,education,school,10.96893,-85.06089,,,Nicaragua
1440419630,Bautista Libertad,education,school,12.1197513,-86.2463194,,,Nicaragua
1441083226,Escuela Dr. Manuel Maldonado,education,school,11.9757153,-86.1032867,,,Nicaragua
1460296386,NCA Matagalpa,education,school,12.9091173,-85.9456526,,,Nicaragua
1707804713,El Rejol (The Clocktower);Phr. Aracelly,health,pharmacy,11.8586076,-86.2374705,,,Nicaragua
1712257815,Farmacia Rivas,health,pharmacy,11.4404318,-85.8263162,,,Nicaragua
1712259539,Pre-escolar Los Pitufos,education,kindergarten,11.4379658,-85.8271474,,,Nicaragua
1719342702,Tanyari,health,hospital,12.1173765,-86.2481266,,,Nicaragua
1739466890,INTAE-Granada,education,school,11.9379031,-85.9546301,,,Nicaragua
1748811798,Hospital Monte Espana,health,hospital,12.1149245,-86.2651668,,,Nicaragua
1766555908,Farma Descuento,health,pharmacy,12.1067936,-86.3179711,,,Nicaragua
1766555937,Preescolar Montesori,education,kindergarten,12.1093404,-86.3151378,,,Nicaragua
1766571525,Farmacia Medco,health,pharmacy,12.1136541,-86.3159756,,,Nicaragua
1780530534,Oziris,health,pharmacy,12.9272215,-85.9181698,,,Nicaragua
1780530535,,health,pharmacy,12.9288761,-85.9179222,,,Nicaragua
1783397229,Colegio Bautista,education,school,12.1475223,-86.2673952,,,Nicaragua
1785289760,Hospital Luis Felipe Moncada,health,hospital,11.129037,-84.7771691,,,Nicaragua
1797752903,UCA Clinic,health,hospital,12.1253479,-86.2700001,,,Nicaragua
1815325894,Tesoros de Dios,education,school,12.1009908,-86.3545999,,,Nicaragua
1819067246,Colegio Alemán Nicaragüense,education,school,12.0866132,-86.3293061,,,Nicaragua
1827676412,Centro de Salud Santa Lucia,health,hospital,12.5319659,-85.7095461,,,Nicaragua
1827719192,Escuela Francisca Garcia,education,school,12.53095,-85.7119494,,,Nicaragua
1827990522,Centro de Salud Odorico D Andrea,health,hospital,13.2063049,-86.1120433,,,Nicaragua
1830071516,,education,school,11.5254744,-85.5740585,,,Nicaragua
1847223564,Farmacia Milagros,health,pharmacy,12.4379328,-86.8795296,,,Nicaragua
1847230258,Farmacia Meridional / La Baratera,health,pharmacy,12.4377925,-86.8792871,,,Nicaragua
1848771316,Instituto Beatriz Rocha,education,school,12.5327889,-85.7149867,,,Nicaragua
1848778394,Preescolar Florecillas de San Francisco,education,kindergarten,13.2124406,-86.1101357,,,Nicaragua
1848778396,Instituto Nacional Angela Siles de Rivera,education,school,13.2086386,-86.1111013,,,Nicaragua
1848778410,Escuela Jose Mamerto Martinez,education,school,13.2120802,-86.1108814,,,Nicaragua
1848788709,Escuela Madre Cayetana Alberta,education,school,12.1512978,-86.1861777,,,Nicaragua
1848788712,Farmacia Rio,health,pharmacy,12.1517182,-86.1863206,,,Nicaragua
1856511724,Framacia Pentzke,health,pharmacy,12.4374054,-86.8795467,,,Nicaragua
1875377092,Farma Descuento,health,pharmacy,12.1033311,-86.2481439,,,Nicaragua
1875377555,Medco,health,pharmacy,12.1035048,-86.2476249,,,Nicaragua
1878299043,Farmacia San Benito,health,pharmacy,12.927294,-85.9181706,,,Nicaragua
1884517889,Oziris,health,pharmacy,12.9280558,-85.9159697,,,Nicaragua
1893874384,Hospital Prinzu Awala,health,hospital,13.5109846,-84.2413167,,,Nicaragua
1893894397,Escuela 10 de Abril,education,school,13.506624,-84.2337582,,,Nicaragua
1893894783,Escuela Flor de Pino,education,school,13.4988489,-84.2221901,,,Nicaragua
1929005739,Dental Estetica & Spa,health,dentist,12.1092352,-86.3148233,,,Nicaragua
1933087330,Kinder Montessori,education,kindergarten,12.0964426,-86.2300482,,,Nicaragua
1933088854,Sant Dominic School,education,school,12.0998237,-86.2299928,,,Nicaragua
1933091330,Farmadescuento,health,pharmacy,12.0981932,-86.2401994,,,Nicaragua
1966008076,Colegio Calasanz,education,school,12.0847743,-86.3201045,,,Nicaragua
1983084135,Colegio Cristiano Josue 1:8,education,school,12.1937465,-86.3688659,,,Nicaragua
2026720779,La Mariposa Escuela de Español & Eco-Hotel,education,school,11.9501623,-86.1821991,,,Nicaragua
2043141957,La Escuelita,education,school,12.024212,-86.2517541,,,Nicaragua
2043262121,,education,school,12.0620637,-86.2488361,,,Nicaragua
2047589097,Monte Hermón,education,school,12.0852836,-86.3480829,,,Nicaragua
2092810796,Colegio Teresiano,education,school,12.1169946,-86.2594769,,,Nicaragua
2092921399,Escuela de Comedia y el Mimo,education,school,11.9184263,-85.961237,,,Nicaragua
2102386256,Pre-escolar Bambi,education,kindergarten,11.4384767,-85.8326023,,,Nicaragua
2104725841,Castellón,health,pharmacy,13.0932348,-86.0028005,,,Nicaragua
2104738662,,health,pharmacy,13.092019,-86.0037655,,,Nicaragua
2108060555,Instituto Tecnológico Agropecuario (ITA),education,school,11.7867867,-86.0489937,,,Nicaragua
2114784652,Centro de Fe Alfa y Omega,education,school,12.1468785,-86.3069251,,,Nicaragua
2123031634,Instituto Público Lauralee Scheideman,education,school,12.4187328,-85.7459201,,,Nicaragua
2124165110,Escuela Nena Maria Quezada,education,school,12.4152302,-85.7498215,,,Nicaragua
2124165116,Centro De Salud,health,hospital,12.4148479,-85.7512458,,,Nicaragua
2139033556,San Martín,education,school,11.4439689,-85.8239856,,,Nicaragua
2139034526,Colegio Santo Domingo,education,school,11.4415209,-85.8309555,,,Nicaragua
2141466262,,health,hospital,12.4150088,-85.7452114,,,Nicaragua
2142168797,Farmacia Los Angeles,health,pharmacy,13.0976272,-85.9977987,,,Nicaragua
2142173432,Universidad del Norte - UNN,education,school,13.0970681,-86.0024604,,,Nicaragua
2142176548,Centro de Salud,health,hospital,13.0975906,-86.0037156,,,Nicaragua
2142180030,,education,school,13.0948476,-85.9991881,,,Nicaragua
2144899236,Escuela Pública Augusto C. Sandino,education,school,12.165527,-86.3494112,,,Nicaragua
2144900170,Escuela San Francisco Xavier - Fé y Alegría,education,school,12.1635028,-86.354663,,,Nicaragua
2144909922,Centro Escolar Villa Nueva,education,school,12.1566698,-86.3524046,,,Nicaragua
2154665738,FarmaCentro,health,pharmacy,11.8504745,-86.199928,,,Nicaragua
2201419558,,health,hospital,13.7590595,-86.0233589,,,Nicaragua
2245783352,Hospital El Maestro,health,hospital,11.8603532,-86.2426016,,,Nicaragua
2245788816,Sana Sana,health,pharmacy,11.8590408,-86.2362635,,,Nicaragua
2245796491,Colegio La Salle,education,school,11.8624952,-86.2439534,,,Nicaragua
2245796878,La Inmaculada,education,school,11.8642276,-86.239855,,,Nicaragua
2245824150,Centro de Salud,health,hospital,11.8619466,-86.240657,,,Nicaragua
2245832881,La Obejita,education,kindergarten,11.8564552,-86.2410405,,,Nicaragua
2245841126,Centro de Salud,health,hospital,11.863133,-86.2299389,,,Nicaragua
2245842886,,health,pharmacy,11.8580249,-86.2382939,,,Nicaragua
2245843091,,health,pharmacy,11.8564945,-86.2402734,,,Nicaragua
2245844881,,health,pharmacy,11.860369,-86.2392273,,,Nicaragua
2245845686,,health,pharmacy,11.8606026,-86.2398818,,,Nicaragua
2245846544,,health,pharmacy,11.8598597,-86.2377521,,,Nicaragua
2245850777,Colegio La Academia,education,school,11.8562609,-86.2394151,,,Nicaragua
2245852495,,health,pharmacy,11.8584659,-86.236977,,,Nicaragua
2245899027,Maestro Gabriel,education,school,12.1474299,-86.2483511,,,Nicaragua
2245899893,Hospital Solidaridad,health,hospital,12.1492374,-86.2494218,,,Nicaragua
2266084671,Farmacia El Socorro,health,pharmacy,11.4381199,-85.8325315,,,Nicaragua
2266089581,Farmacia El Ahorro,health,pharmacy,11.4382303,-85.8314371,,,Nicaragua
2267773972,Colegio Arvizú,education,school,12.1356088,-86.2173426,,,Nicaragua
2267869489,Laboratorio San Expedito,health,hospital,13.0894163,-86.0001616,,,Nicaragua
2269817806,Colegio Humberto Amador,education,school,11.4352438,-85.8333009,,,Nicaragua
2285870551,Saint Mary School (Kinder),education,kindergarten,12.0582167,-86.1964759,,,Nicaragua
2316279004,Escuela de Comercio,education,school,12.1408262,-86.239915,,,Nicaragua
2316394910,Modesto Armijo,education,school,12.1531006,-86.1854508,,,Nicaragua
2327799781,Colibri Spanish School,education,school,12.9266526,-85.9171814,,,Nicaragua
2339941660,Farma Descuento,health,pharmacy,12.0668192,-86.214206,,,Nicaragua
2339946939,Colegio Centro América,education,school,12.098062,-86.2641465,,,Nicaragua
2342008660,Hospital de Especialidades,health,hospital,12.135459,-86.2838892,,,Nicaragua
2343816279,Laboratorio Central de Criminalistica,health,laboratory,12.0823088,-86.2264537,,,Nicaragua
2343833417,Farmacia Matagalpa,health,pharmacy,12.0726438,-86.2178063,,,Nicaragua
2343878580,Farmacia Medco,health,pharmacy,12.0661657,-86.2127704,,,Nicaragua
2343880075,Farmacia Conny #2,health,pharmacy,12.0653206,-86.2120771,,,Nicaragua
2345162320,Medco,health,pharmacy,12.0984162,-86.2408744,,,Nicaragua
2353796987,FarmaCITY,health,pharmacy,12.1103634,-86.2531129,,,Nicaragua
2371342155,Colegio Risto Rey,education,school,11.123239,-84.7790962,,,Nicaragua
2372566401,Farmacia Santa María,health,pharmacy,12.1609672,-84.2215825,,,Nicaragua
2372652368,Centro de Salud,health,hospital,12.1638868,-84.2190622,,,Nicaragua
2376234047,Farmacia Hospital Vivian Pellas,health,pharmacy,12.0861439,-86.2338616,,,Nicaragua
2376684407,Farmacia San Jose,health,pharmacy,12.0030333,-86.1207491,,,Nicaragua
2397753644,Centro de salud Primero de Mayo,health,hospital,12.1251147,-86.2244902,,,Nicaragua
2402989257,Colegio Liceo Franciscano,education,school,12.1224612,-86.2507418,Managua,,Nicaragua
2410500397,Hotel Escuela Teosintal,education,school,11.5386772,-85.6981981,,,Nicaragua
2423626522,Colegio Cristo Rey,education,school,12.1371861,-86.2593007,,,Nicaragua
2428484847,Trinity Christian School,education,school,12.0945633,-86.2464333,,,Nicaragua
2430431082,Radio Universidad,education,university,12.1162653,-86.2729664,,,Nicaragua
2435834827,Instituto Franciscano Rubén Darío,education,school,12.7273901,-86.1221084,,,Nicaragua
2435834828,Colegio San Antonio,education,school,12.7280311,-86.1222252,,,Nicaragua
2436184776,RARPE,health,laboratory,12.1514823,-86.2360804,,,Nicaragua
2448398139,,health,dentist,12.09813,-86.2273756,,,Nicaragua
2448531372,Escuela Enmanuel Mogalo,education,school,12.0845254,-86.2671576,,,Nicaragua
2448549399,Farmacia Bravo´s,health,pharmacy,12.1501068,-86.2974654,Managua,,Nicaragua
2448608261,Inatec León,education,school,12.4200989,-86.8716562,Leon,,Nicaragua
2448608264,Facultad de Educación y Humanidades - UNAN LEON,education,school,12.4216474,-86.8742027,Leon,,Nicaragua
2448608291,Campus Medico - UNAN LEON,education,college,12.4177393,-86.8750766,Leon,,Nicaragua
2448608294,Universidad Ciencias Comerciales - UCC LEON,education,college,12.4188283,-86.8770261,Leon,,Nicaragua
2449659532,"Centro de Salud ""Silvia Ferrufino""",health,doctors,12.1503651,-86.2081884,,,Nicaragua
2449663456,Farmacia León,health,hospital,12.4373014,-86.8768785,,,Nicaragua
2450470782,,health,dentist,12.1198879,-86.2586865,,,Nicaragua
2453319340,Clinica veterinaria el Triunfo,health,,12.1410747,-86.26543,,,Nicaragua
2454991503,Altagracia,health,pharmacy,12.1378135,-86.2917109,,,Nicaragua
2454991507,Buen Día,health,pharmacy,12.1310976,-86.2938651,,,Nicaragua
2457016750,Farmacia Marien,health,pharmacy,12.1183333,-86.2029231,,,Nicaragua
2462431794,Colegio Primero de Mayo,education,school,12.1235762,-86.2240317,,,Nicaragua
2462431969,Colegio Teresiano,education,school,12.1167294,-86.2585659,,,Nicaragua
2462432460,FarmEx,health,pharmacy,12.1060155,-86.2632122,,,Nicaragua
2462598799,Farmacia,health,pharmacy,12.1080059,-86.2467327,,,Nicaragua
2462598801,Policlinica dental Lomas de Valle,health,dentist,12.1079382,-86.2467282,,,Nicaragua
2462598821,,education,dancing_school,12.1080518,-86.2467495,,,Nicaragua
2463260434,Medco,health,pharmacy,12.1039592,-86.2493169,,,Nicaragua
2463606109,Medco,health,pharmacy,12.0950468,-86.2397228,,,Nicaragua
2464901045,Medco,health,pharmacy,12.0549787,-86.2008846,,,Nicaragua
2472921530,Medco,health,pharmacy,12.1288131,-86.2649764,,,Nicaragua
2475286428,Danz Arte,education,dancing_school,12.1196777,-86.259445,,,Nicaragua
2475304590,,education,school,12.1100998,-86.2960883,,,Nicaragua
2475711916,La Sabana,health,pharmacy,12.1190956,-86.2057725,,,Nicaragua
2475711918,La Sabana,health,pharmacy,12.1192015,-86.2058026,,,Nicaragua
2475998094,Medco,health,pharmacy,12.1193248,-86.2523654,,,Nicaragua
2476097609,Medco,health,pharmacy,12.1112079,-86.2538981,,,Nicaragua
2476105952,Studio Ballare,education,dancing_school,12.1046885,-86.2655077,,,Nicaragua
2476925026,Farmacia Kielsa,health,pharmacy,12.1341277,-86.2808275,,,Nicaragua
2480668151,UNICA - Universidad Católica Nicaragua,education,university,12.0833734,-86.2313138,,,Nicaragua
2480668154,Colegio pureza de Maria Managua,education,school,12.0811025,-86.2183754,,,Nicaragua
2480668184,Centro Jean Paul Genie,education,school,12.0861374,-86.252548,,,Nicaragua
2488653192,Medco,health,pharmacy,12.1403791,-86.2755811,,,Nicaragua
2490089128,Colegio Altamar,education,school,12.0925219,-86.2585315,,,Nicaragua
2490089353,,health,pharmacy,12.1033203,-86.2583849,,,Nicaragua
2490205782,Naciones Unidas,health,pharmacy,12.1305982,-86.2804569,,,Nicaragua
2490212410,,education,school,12.1444391,-86.2622245,,,Nicaragua
2490518707,Farmacia Rossi,health,pharmacy,12.1115095,-86.2342595,,,Nicaragua
2490583571,El Edén,education,school,12.1410706,-86.2416021,,,Nicaragua
2490583574,Farmacia Vicky,health,pharmacy,12.1324134,-86.2352817,,,Nicaragua
2490583590,Farmacia Buendía,health,pharmacy,12.1310054,-86.2939432,,,Nicaragua
2490583593,Farmacia Buendía,health,pharmacy,12.1310482,-86.2937445,,,Nicaragua
2490583625,Escuela Emanuel Mongalo,education,school,12.1403332,-86.2895849,,,Nicaragua
2490583627,Variedades Joshep,education,school,12.1398011,-86.2893238,,,Nicaragua
2490583671,Clínica Médica Cristiana,health,,12.1122915,-86.2249422,,,Nicaragua
2490583675,Farmacia David,health,pharmacy,12.1337206,-86.2908111,,,Nicaragua
2490583699,Farmacia El Cristo,health,pharmacy,12.1424653,-86.2832536,,,Nicaragua
2490583739,Farmacia David,health,pharmacy,12.1337105,-86.2907335,,,Nicaragua
2490653132,La American University,education,college,12.1410281,-86.239374,,,Nicaragua
2491505138,Colegio Reverendo Boanerges Aragón,education,school,12.1412051,-86.2420535,,,Nicaragua
2491505142,Puesto de Salud Mártires de Julio,health,hospital,12.1383102,-86.2385345,,,Nicaragua
2491526383,Escuela Paul Harris,education,school,12.1544464,-86.2905829,,,Nicaragua
2496955983,Plaza El Edén,education,school,12.1409508,-86.2420299,,,Nicaragua
2496955990,Variedades Joshep,education,school,12.1398022,-86.2892158,,,Nicaragua
2496955997,Rótulo Clínica Nuevos Horizontes,health,,12.0770452,-86.1943496,,,Nicaragua
2496956004,Hospital Japonés,health,hospital,12.1340124,-86.2383082,,,Nicaragua
2496956008,Farmacia El Cristo,health,pharmacy,12.1423755,-86.2833013,,,Nicaragua
2498024960,Xolotlan,health,pharmacy,12.1156242,-86.2524068,,,Nicaragua
2498030319,Farmacia Familiar,health,pharmacy,12.1024696,-86.2570632,,,Nicaragua
2498063333,Farmacia Oriente,health,pharmacy,12.0549741,-86.203053,,,Nicaragua
2498063340,Farmacia Concepcion de Maria,health,pharmacy,12.0557938,-86.2005436,,,Nicaragua
2498063346,Farma Descuento,health,pharmacy,12.0916538,-86.2344038,,,Nicaragua
2498938343,Farma Descuento,health,pharmacy,12.1376625,-86.2816751,,,Nicaragua
2498972182,Xolotlan Farmacia,health,pharmacy,12.1353434,-86.2780394,,,Nicaragua
2498973387,Farmacias Xolotlan,health,pharmacy,12.1024629,-86.2578789,,,Nicaragua
2500129757,Clínica Dental,health,,12.126736,-86.2082489,,,Nicaragua
2500129758,Colegio Inmaculada Concepción,education,school,12.1274702,-86.2096433,,,Nicaragua
2500129770,Cyber EL Colonial,health,pharmacy,12.146372,-86.2383976,,,Nicaragua
2500129772,Farmacia Luis,health,pharmacy,12.1461098,-86.2429639,,,Nicaragua
2500129775,Farmacia Sophya,health,pharmacy,12.1278126,-86.2119513,,,Nicaragua
2500129787,Verde Sonrisa,education,school,12.1427835,-86.2290419,,,Nicaragua
2500129790,Clínica Dental,health,,12.1267427,-86.2081626,,,Nicaragua
2500129839,Frente Hospital Alemán,health,hospital,12.1462949,-86.21787,,,Nicaragua
2500129934,Colegio Inmaculada Concepción,education,school,12.1273063,-86.2096189,,,Nicaragua
2501240001,Colegio Camilo Zapata,education,school,12.1322029,-86.2612965,,,Nicaragua
2501245092,Farmacia San Lorenzo,health,pharmacy,12.1212587,-86.273975,,,Nicaragua
2505154019,Centro Médico Santa Fe,health,health_centre,12.1202825,-86.2739062,,,Nicaragua
2505154027,"Farmacia del INSS ""Simon Bolivar""",health,pharmacy,12.1451306,-86.2779093,,,Nicaragua
2505154053,Opticas Münkel,health,other:optic,12.1366807,-86.2770164,,,Nicaragua
2507312720,Farmacia Value,health,pharmacy,12.135382,-86.2824177,,,Nicaragua
2507430312,Emmanuel Mongalo y Rubio,education,school,11.871405,-86.0934985,,,Nicaragua
2507430313,Benjamín Linder,education,school,11.8830502,-86.1093484,,,Nicaragua
2513648927,Colegio Simón Bolívar,education,school,12.1368627,-86.2658511,,,Nicaragua
2515717575,Opticas Munkel,health,other:optic,12.1180207,-86.2591651,,,Nicaragua
2517590278,Farmacia Super Porta,health,pharmacy,12.1044505,-86.2655114,,,Nicaragua
2518111727,Carita Feliz,education,kindergarten,11.9277794,-85.9442532,,,Nicaragua
2519125183,Universidad Evangelica de Nicaragua (UENIC MLK Jr.),education,university,12.1302952,-86.2616878,,,Nicaragua
2526103030,Gaspar García,education,school,12.1548977,-86.2997463,,,Nicaragua
2526473111,Medco,health,pharmacy,12.1094374,-86.3155761,,,Nicaragua
2526479755,Farma-Stop,health,pharmacy,12.1073482,-86.2963421,,,Nicaragua
2529529717,Medco,health,pharmacy,12.1395866,-86.2286013,,,Nicaragua
2539247357,Xolotlan,health,pharmacy,12.0483628,-86.2024104,,,Nicaragua
2539247386,Escuela Ruben Darío,education,school,11.9589451,-86.1951725,,,Nicaragua
2539247388,Farmacia,health,pharmacy,11.9110056,-86.1450621,,,Nicaragua
2539247394,Hospital Cruz Azul,health,hospital,11.9151976,-86.1434597,,,Nicaragua
2539247398,Escuela Primaria - La Marimba,education,school,11.9001049,-86.1048263,,,Nicaragua
2539247443,Proyecto ecologico Spanish School and Hostel,education,school,11.9374974,-86.0526488,,,Nicaragua
2539247444,Escuela Laguna Apoyo,education,school,11.9361516,-86.0534113,,,Nicaragua
2539247447,,education,school,11.9672781,-86.033182,,,Nicaragua
2539247454,Xolotlan,health,pharmacy,12.145981,-86.2845589,,,Nicaragua
2539247459,Farmacia El Peruano,health,pharmacy,12.1349914,-86.2582605,,,Nicaragua
2539247461,Farma Value,health,pharmacy,12.1206411,-86.2523709,,,Nicaragua
